name,trip_count,route_count,geometry
NICE Road Bannerughatta Road Junction,40,9,POINT (77.58985 12.85002)
NICE Road Kanakapura Road,163,43,POINT (77.52802 12.85836)
NICE Road Kanakapura Road Junction,26,8,POINT (77.52611 12.85849)
NICE Road Kengeri Road Junction,8,3,POINT (77.46926 12.90224)
NICE Road Magadi Road Junction,12,8,POINT (77.47227 12.9901)
NICE Road Mysore Road Junction,39,7,POINT (77.47068 12.90175)
NICE Road Tumkur Road Junction,1,1,POINT (77.47667 13.05403)
NICE Road Veerabhadranagara,3,1,POINT (77.53152 12.93657)
NIFT College,3,2,POINT (77.65178 12.91198)
NR Colony,19,8,POINT (77.5689 12.93789)
NTTF Peenya,8,5,POINT (77.51135 13.02514)
Naduvatti,80,33,POINT (77.79657 13.0061)
Naduvatti Colony,1,1,POINT (77.79968 12.99979)
Nagadasanahalli,30,10,POINT (77.57783 13.15987)
Nagadevanahalli,24,4,POINT (77.49235 12.93597)
Nagaland Circle,11,4,POINT (77.5572 13.0557)
Nagamangala,61,20,POINT (77.61929 13.21665)
Naganayakanahalli,173,32,POINT (77.6939 12.76982)
Naganayakanakote Cross,33,13,POINT (77.79988 12.96515)
Nagarabhavi Circle,125,35,POINT (77.51982 12.9601)
Nagarabhavi Vishweshwaraiah Sports Club,126,17,POINT (77.49957 12.96913)
Nagaraesh Nagenahalli Dinne,2,2,POINT (77.64674 13.07727)
Nagarahole Nagara,70,13,POINT (77.49745 12.99841)
Nagaraholenagara Cross,6,1,POINT (77.49682 12.99736)
Nagaresh Nagenahalli,2,1,POINT (77.64259 13.07029)
Nagaruru Cross,19,5,POINT (77.44534 13.09215)
Nagasandra Circle,3,1,POINT (77.57195 12.93698)
Nagasandra Cross,33,6,POINT (77.50451 13.03849)
Nagasandra Metro Staiton,2,1,POINT (77.49961 13.04817)
Nagasandra Metro Station,1,1,POINT (77.49947 13.04779)
Nagasandra Palya,5,3,POINT (77.37739 13.00148)
Nagashettyhalli,4,2,POINT (77.57273 13.04175)
Nagavara,48,13,POINT (77.6234 13.03795)
Nagavara Junction Petrol Bunk,118,34,POINT (77.62498 13.04189)
Nagawara Junction,105,19,POINT (77.62408 13.04046)
Nagayyana Doddy,2,1,POINT (77.64148 12.71167)
Nagenahalli,38,15,POINT (77.76141 13.17291)
Nagenahalli Gate,34,3,POINT (77.57141 13.12991)
Nagendra Block,63,10,POINT (77.55322 12.9419)
Nagondanahalli,46,22,POINT (77.77134 12.97524)
Nalku Kamba,7,3,POINT (77.452 12.85214)
Nallakkana Doddy Cross,7,2,POINT (77.52601 12.79807)
NallakkanaDoddy,2,1,POINT (77.53074 12.80946)
Nallapanahalli Gate,3,3,POINT (77.78116 13.20659)
Nallur,2,2,POINT (77.76038 13.18669)
Nallur Cross,414,64,POINT (77.7597 13.18515)
Nallurahalli,7,2,POINT (77.73563 12.96926)
Nammura Sarkari School,26,9,POINT (77.53404 13.13415)
Nanda Gokula Nagara,10,2,POINT (77.31797 13.061)
Nanda Shree,73,31,POINT (77.78446 13.06021)
Nanda Talkies,158,33,POINT (77.58022 12.93222)
Nandagudi,12,7,POINT (77.90143 13.20237)
Nandhini Layout,13,8,POINT (77.5307 13.01466)
Nandi Cross,6,2,POINT (77.72579 13.36842)
Nandi Garden Kothanur,47,20,POINT (77.56561 12.86745)
Nandi Kitchen Doddakannahalli,12,5,POINT (77.69362 12.9078)
Nandidurga Road,10,3,POINT (77.59959 13.00075)
Nandini Hotel JP Nagara,126,30,POINT (77.58581 12.90512)
Nandini Layout Bus Stand,7,4,POINT (77.53574 13.01183)
Nandini Layout Ring Road,6,5,POINT (77.52872 13.01159)
Nanjappa Circle,75,37,POINT (77.56022 13.06841)
Nanjapura,12,6,POINT (77.64123 12.80974)
Nanjapura Cross,5,1,POINT (77.64228 12.81361)
Nanjundeshwara Stores,11,2,POINT (77.54205 12.93361)
Narasaiahna Agrahara,19,8,POINT (77.45391 13.25463)
Narasipura,10,3,POINT (77.46352 13.10984)
Narayana Nagara Cross,47,16,POINT (77.55341 12.87999)
Narayanaghatta Gate,108,22,POINT (77.72469 12.83787)
Narayanakere,98,41,POINT (77.85776 12.94398)
Narayanapura,64,14,POINT (77.6014 13.16264)
National College,11,7,POINT (77.57379 12.94942)
National Games Village Gate,46,7,POINT (77.61997 12.94868)
National Public School Ullal Lake,3,1,POINT (77.47877 12.95588)
National college,13,3,POINT (77.57804 12.92462)
Navarang Bar,8,1,POINT (77.55766 12.99127)
Navarang Theatre,293,126,POINT (77.55096 12.99825)
Navayuga Toll,14,6,POINT (77.66089 13.20103)
Navayuga Toll (KIA),86,21,POINT (77.64945 13.19369)
Navayuga Toll (Military Dairy Farm),9,4,POINT (77.593 13.05037)
Navayuga Toll (V-298MN),2,1,POINT (77.66141 13.20135)
Navodaya Nagara,7,3,POINT (77.58376 12.88129)
Navodaya School Bagalur,3,3,POINT (77.67468 13.14888)
Navodaya School Doddaballapura,9,4,POINT (77.55217 13.2691)
Navya Badavane,43,21,POINT (77.65385 12.78732)
Nawkalpalya,2,2,POINT (77.48904 12.79428)
Nayakanapalya,5,3,POINT (77.28116 12.90386)
Nayanahalli Cross,7,3,POINT (77.65501 12.7614)
Nayandahalli,53,17,POINT (77.52589 12.94268)
Nayandahalli Junction,124,25,POINT (77.53029 12.94381)
Nayara Petrol Pump Lakshmi Layout,5,2,POINT (77.58769 12.89127)
Neeladri Nagar,19,1,POINT (77.64788 12.84151)
Neelagiri Thopu,52,8,POINT (77.50249 12.99577)
Neelasandra Bus Stand,174,43,POINT (77.61444 12.95746)
Neelasandra Rose Garden,312,61,POINT (77.61737 12.95379)
Neeleri,8,4,POINT (77.71059 13.27327)
Neeleri Cross,2,1,POINT (77.71252 13.27775)
Neeleri Gate,36,22,POINT (77.70602 13.25857)
Nekkundi Dommasandra,61,23,POINT (77.77594 12.92787)
Nelagadarenahalli,52,21,POINT (77.50346 13.03149)
Nelaguli,14,10,POINT (77.48349 12.77179)
Nelagulli Cross,11,5,POINT (77.49242 12.77412)
Nelamangala Bus Station,7,3,POINT (77.39438 13.09796)
Nelamangala Cement Factory,16,4,POINT (77.37756 13.09184)
Nelamangala Court,9,3,POINT (77.39384 13.08793)
Nelamangala Hunasemara,60,11,POINT (77.39083 13.09978)
Nelamangala Jass Toll,29,6,POINT (77.37524 13.11379)
Nelavagilu,3,1,POINT (77.93585 13.22043)
Nellukunte,16,6,POINT (77.54186 13.22207)
Neragenahalli,1,1,POINT (77.63003 13.23602)
Neragenahalli Cross,4,2,POINT (77.62986 13.22897)
Neralemarada Doddi,5,2,POINT (77.49163 12.65868)
Neraluru Gate,36,7,POINT (77.72813 12.79217)
Nerige,2,1,POINT (77.77684 12.91165)
Nettakallappa Circle,7,5,POINT (77.57214 12.93949)
Nettigere,27,8,POINT (77.49443 12.75896)
Nettigere Cross,148,41,POINT (77.48658 12.76129)
New Baldwin International School,52,16,POINT (77.73721 13.07254)
New Baldwin School,53,15,POINT (77.65779 13.01456)
New Gabbadi,61,17,POINT (77.48151 12.71333)
New Guddadahalli,11,5,POINT (77.54596 12.95587)
New Horizon College,7,2,POINT (77.69054 12.93525)
New Horizon School,10,3,POINT (77.64142 12.96897)
New MICO Gate,392,67,POINT (77.6583 12.87041)
Nimhans Hospital,3,3,POINT (77.59824 12.93871)
Nimishamba Temple,102,30,POINT (77.51798 12.92481)
Ningegowdana Doddy,3,2,POINT (77.33393 12.8566)
Niranjan Genises Apartment,24,7,POINT (77.6232 12.86516)
Nirmala Store,17,5,POINT (77.55957 12.94162)
Nisarga Badavane,24,10,POINT (77.61287 12.78304)
Nisarga Badavane East Gate,1,1,POINT (77.62163 12.78733)
Nisarga Layout,32,11,POINT (77.45283 13.07167)
Nishane,22,9,POINT (77.52192 12.73197)
Nobel Residency,69,32,POINT (77.61194 12.85876)
Nobo Nagara,120,27,POINT (77.59783 12.86809)
Noor Nagara,57,2,POINT (77.63413 13.08003)
North Road,6,3,POINT (77.57055 12.94816)
Nosenuru,100,13,POINT (77.65036 12.74882)
Nosenuru Cross,42,10,POINT (77.64429 12.74921)
Nruthyagrama Gate,7,1,POINT (77.47297 13.15417)
Nursery Farm,69,19,POINT (77.71995 12.829)
Nursery Maragondanahalli,15,6,POINT (77.43851 12.93633)
Nursery Nelamangala,24,12,POINT (77.40945 13.09008)
Nyaya Degula,6,4,POINT (77.59038 12.95419)
OB Chudanahalli,58,17,POINT (77.52054 12.81789)
OMEX Circle,3,3,POINT (77.66117 12.79879)
OMEX Circle Sriramapura,233,76,POINT (77.66107 12.7992)
OTC Circle,22,5,POINT (77.63086 12.78132)
Oasis School,4,2,POINT (77.66634 13.08934)
Obalapura Gate,59,15,POINT (77.82408 12.95626)
Oil Mill Road Junction,50,10,POINT (77.63535 13.01274)
Okalipura,7,3,POINT (77.56783 12.98229)
Old Baiyappanahalli,20,5,POINT (77.64424 12.99431)
Om Shakthi Temple,26,12,POINT (77.6681 13.03961)
Om Shree Circle,206,42,POINT (77.79353 13.06903)
Omkar Hills,245,67,POINT (77.50463 12.90474)
Onti Mane,8,3,POINT (77.55114 12.84384)
Orion Mall Malleshwaram,48,7,POINT (77.55451 13.01072)
P and T Colony,68,6,POINT (77.60525 13.02466)
P and T Quarters,11,3,POINT (77.60454 13.02155)
PAPAS Trading PVT LTD,44,6,POINT (77.59422 12.89154)
PES College,11,3,POINT (77.53707 12.93489)
PVP School,8,4,POINT (77.49716 12.9484)
Paakegowdanapalya,18,9,POINT (77.51063 13.11443)
Pachepalya Cross,147,33,POINT (77.35834 12.88539)
Padmanabha Nagara,152,51,POINT (77.55968 12.91824)
PalPaldinne,1,1,POINT (77.5424 13.38783)
Palace Ground,113,44,POINT (77.58378 13.01057)
Palanahalli Gate,47,8,POINT (77.60807 13.11708)
Palanajogahalli Church,3,3,POINT (77.53562 13.31993)
Pallavi Talkies,33,7,POINT (77.59102 12.9679)
Palya Gate,52,15,POINT (77.68249 13.22143)
Panchasheela Nagara,2,2,POINT (77.52051 12.97437)
Pandithana Agrahara,1,1,POINT (77.82741 12.88219)
Pandithana Agrahara Junction,1,1,POINT (77.81578 12.88486)
Pandurangapura,18,7,POINT (77.66056 13.2695)
Papaiahnapalya,11,2,POINT (77.40414 13.06567)
Papanahalli,10,6,POINT (77.80222 13.21389)
Papanahalli Gate,3,3,POINT (77.79454 13.18865)
Papareddypalya,129,26,POINT (77.50772 12.97202)
Paramanahalli,55,8,POINT (77.84304 13.00853)
Parangipalya,2,2,POINT (77.6493 12.9089)
Parangipalya Cross,39,9,POINT (77.65182 12.9084)
Parvatapura Devanahalli,56,22,POINT (77.712 13.25752)
Parvathi Nagara,15,10,POINT (77.52032 13.01629)
Parvathipura,26,5,POINT (77.56616 13.17274)
Passport Office Koramangala,13,4,POINT (77.61871 12.94573)
Patalamma Temple,235,54,POINT (77.56991 13.18343)
Patel Pillegowda Layout,38,12,POINT (77.55267 13.06546)
Patel Public School Kalyananagara,5,1,POINT (77.64251 13.01364)
Patel Thota Aluru,3,2,POINT (77.45976 13.08046)
Patelappa Layout,2,2,POINT (77.57261 13.04626)
Pattanagere Jayanna Circle,5,2,POINT (77.51466 12.92644)
Pattandur Agrahara Gate,21,7,POINT (77.73366 12.9878)
Pattareddypalya,64,29,POINT (77.50537 12.79444)
Pattegarpalya Circle,6,2,POINT (77.52607 12.97628)
Peddanahalli,3,1,POINT (77.64813 13.24659)
Peddanapalya,1,1,POINT (77.38925 12.95876)
Peddanapalya Cross,20,8,POINT (77.38892 12.96761)
Peenya 14th Cross,27,4,POINT (77.50559 13.01662)
Peenya 14th cross,13,2,POINT (77.50566 13.01646)
Peenya 2nd Stage,34,12,POINT (77.5068 13.01098)
Peenya 2nd stage,22,4,POINT (77.50694 13.01094)
Peenya Industry Metro Station,6,4,POINT (77.52579 13.03599)
Peenya Metro Station,9,5,POINT (77.53297 13.03299)
Peenya Satellite Bus Station,3,1,POINT (77.52554 13.04409)
Peenya Satellite Bus Station (Basaveshwara),2,2,POINT (77.5253 13.04375)
Pepsi Factory,1,1,POINT (77.34524 13.14333)
Pepsi Gate,13,10,POINT (77.43943 12.87197)
Periyar Nagara Circle,32,7,POINT (77.6132 13.00849)
Pethanahalli Tank,10,7,POINT (77.79514 13.04842)
Pettanahalli,18,7,POINT (77.79206 13.0513)
Pettanahalli Apartment,4,1,POINT (77.78931 13.0512)
Pettanahalli Cross,5,3,POINT (77.78474 13.05153)
Philips Millenium Halasuru,25,13,POINT (77.62443 12.98196)
Philomenas Hospital,51,17,POINT (77.61011 12.96475)
Pichaguntarapalya,55,12,POINT (77.42244 12.80474)
Pillagumpa Factory Gate,11,4,POINT (77.83515 13.11518)
Pillahalli,1,1,POINT (77.42899 13.10279)
Pillahalli Colony,2,2,POINT (77.4341 13.10434)
Pillahalli Cross,137,45,POINT (77.43825 13.11143)
Pinto Bore,39,15,POINT (77.45046 12.87077)
Pipe Line Park,5,1,POINT (77.54639 12.97032)
Pipeline Binni Layout,12,7,POINT (77.54513 12.96753)
Pipeline ISRO Layout,52,26,POINT (77.5551 12.89515)
Pipeline Vasanthapura,52,13,POINT (77.55511 12.89504)
Pitchguntarahalli,3,1,POINT (77.88355 13.00001)
Podu Cross,56,31,POINT (77.64159 12.84255)
Podu Village,3,1,POINT (77.63906 12.83281)
Poojena Agrahara,17,6,POINT (77.79306 13.03198)
Poojena Agrahara Cross,3,1,POINT (77.79275 13.03544)
Poornaprajna Layout,41,11,POINT (77.53592 12.90877)
Poornaprajna School,5,3,POINT (77.6515 13.0753)
Poornaprajnalayout NEW Bus Stand,8,1,POINT (77.53647 12.90841)
Poornima Talkies,52,9,POINT (77.58802 12.96101)
Poorvankara Apartment,17,5,POINT (77.54209 12.85332)
Postal and Telecom Colony,10,8,POINT (77.61602 13.01193)
Pothalappa Garden,59,23,POINT (77.60587 12.94962)
Poultry Farm,5,2,POINT (77.47669 13.14919)
Prabasnagara,4,2,POINT (77.57851 12.81172)
Pramod Layout,28,7,POINT (77.5286 12.93878)
Prarthana School,16,4,POINT (77.5581 12.91159)
Prasanna Layout,5,3,POINT (77.49603 12.99618)
Prasanna Theatre,24,12,POINT (77.55288 12.97542)
Prashanth Nagara,144,29,POINT (77.531 12.9762)
Prashanthnagara,41,13,POINT (77.5308 12.97623)
Pratyangira Temple Turahalli,2,1,POINT (77.53659 12.89254)
Premium Farm Mandur,209,68,POINT (77.73699 13.07913)
Press Layout,50,16,POINT (77.4918 12.9509)
Prestige Shantiniketana /Manipal Hospital,19,4,POINT (77.72844 12.98872)
Primus Public School,107,20,POINT (77.69608 12.88844)
Priyadarshini Layout,69,7,POINT (77.52676 12.97112)
Pujaganapalya,10,2,POINT (77.60972 12.75131)
Pujanahalli Gate,9,3,POINT (77.65078 13.21702)
Puneethrajakumar Circle,15,7,POINT (77.65462 13.03997)
Punugumaranahalli,3,1,POINT (77.40336 12.91665)
Punugumaranahalli Cross,64,7,POINT (77.40004 12.92905)
Pura,3,1,POINT (77.88498 12.94028)
Puradapalya Cross,50,18,POINT (77.3811 12.94694)
Purushanahalli,1,1,POINT (77.3925 13.23747)
Purvankara Northern Destiny Bellahalli,45,15,POINT (77.63587 13.09583)
Pushpanjali Talkies,12,6,POINT (77.54616 12.99136)
Puttaiahnapalya,23,6,POINT (77.41044 12.95685)
Puttaiahnapalya Cross,3,3,POINT (77.40683 12.96)
Puttenahalli,81,17,POINT (77.58264 12.898)
Puttenahallipalya,4,2,POINT (77.58173 12.89562)
QFB Hotel,5,3,POINT (77.71096 13.14822)
R V Dental College,24,1,POINT (77.58579 12.90988)
R V Teachers College,5,2,POINT (77.57999 12.94486)
RBI Layout,171,49,POINT (77.58192 12.88801)
RC College,8,3,POINT (77.58679 12.98398)
RINAC Factory Marenahalli,11,2,POINT (77.36603 12.97476)
RK Apartment,64,14,POINT (77.66526 13.01459)
RK Farm,13,6,POINT (77.70379 12.75903)
RK Hegde Nagara,46,16,POINT (77.63359 13.0714)
RK Medical,62,12,POINT (77.65781 13.02255)
RM Guttahalli,7,3,POINT (77.58392 12.99977)
RMC Yard (Yashawanthapura New Railway Station),23,1,POINT (77.54877 13.02366)
RMC Yard (Yeshawanthapura New Railway Station),81,10,POINT (77.54776 13.02462)
RMG Factory,2,2,POINT (77.51708 13.07605)
RMS Sanjayanagara,39,7,POINT (77.57425 13.0378)
RMV 2nd Stage,1,1,POINT (77.5801 13.04245)
RR Medical College,25,11,POINT (77.46058 12.89633)
RR Nagara Petrol Bunk,5,3,POINT (77.51626 12.93275)
RR School,15,3,POINT (77.51413 12.92776)
RR Temple,6,2,POINT (77.51112 12.92681)
RT Nagara Police Station,173,68,POINT (77.59288 13.02424)
RT Nagara Post Office,1,1,POINT (77.59245 13.0219)
RTN Post Office,42,12,POINT (77.59251 13.022)
RTO Office Chikkaballapura,2,1,POINT (77.72626 13.38317)
RTO Office Yelahanka,5,2,POINT (77.55615 13.15119)
RV College,22,6,POINT (77.49936 12.92521)
RV Dental College,4,2,POINT (77.5857 12.91137)
RWB Gate Kengeri (Kengeri Work shop),35,16,POINT (77.4757 12.904)
Rachammanahalli,9,5,POINT (77.73924 12.72289)
Radhareddy Layout,9,3,POINT (77.6897 12.90883)
Radiant Redwood Apartment Koppa Road,125,13,POINT (77.61084 12.85676)
Raghavendra Circle,84,13,POINT (77.67428 13.01994)
Raghavendra Dhama,52,16,POINT (77.51487 13.11473)
Raghavendra Layout,5,4,POINT (77.43866 12.99388)
Raghavendra Tent,34,8,POINT (77.78213 13.07952)
Raghuvanahalli Cross,170,34,POINT (77.54621 12.88067)
Ragi Machine,2,2,POINT (77.56026 12.89166)
Ragigudda Temple,5,4,POINT (77.59349 12.91678)
Ragihalli,117,11,POINT (77.57426 12.73896)
Ragihalli Gate,21,6,POINT (77.59897 12.80036)
Rahamathnagara,35,14,POINT (77.5919 13.01755)
Railway Bridge Byranayakanahalli,10,6,POINT (77.38051 13.19662)
Railway Gate Bashettihalli,40,2,POINT (77.55382 13.25148)
Railway Gate Gollahalli,39,10,POINT (77.41184 13.15049)
Railway Gate Kodigehalli,3,2,POINT (77.57404 13.06187)
Railway Gate Lakshmisagara,1,1,POINT (77.41136 12.82418)
Railway Gollahalli,11,8,POINT (77.41754 13.14688)
Raj Bhavan,142,49,POINT (77.59206 12.98307)
Rajagopala Nagara Police Station,39,15,POINT (77.52192 13.02361)
Rajagopalanagara,5,5,POINT (77.50881 13.01368)
Rajajinagara 1st Block,3,1,POINT (77.54923 13.00476)
Rajajinagara 2nd Block,151,20,POINT (77.55144 12.99607)
Rajajinagara Entrance,14,6,POINT (77.55726 12.98429)
Rajajinagara Metro Station,17,10,POINT (77.54991 12.99983)
Rajajinagara Old Police Station,88,7,POINT (77.55545 12.98992)
Rajanapalya,3,2,POINT (77.3155 12.99012)
Rajanukunte,69,17,POINT (77.56432 13.17307)
Rajapalya,7,4,POINT (77.72084 12.99138)
Rajapura,46,21,POINT (77.67466 12.77541)
Rajarajeshwari nagara Gate,89,25,POINT (77.51861 12.93649)
Rajeshwarinagara,1,1,POINT (77.46131 13.04531)
Rajiv Gandhi,11,6,POINT (77.50424 12.98686)
Rajiv Nagara,172,37,POINT (77.80521 13.28722)
Rajkumar Punya Bhoomi,17,7,POINT (77.5319 13.01859)
Rama Devasthana Sarjapur,2,2,POINT (77.78929 12.85983)
Rama Mandira Chamarajapet,4,3,POINT (77.56381 12.95703)
Rama Mandira Rajajinagara,27,4,POINT (77.55636 12.98623)
Ramachandrapura,36,10,POINT (77.55111 13.06208)
Ramachandrapura Cross,2,1,POINT (77.5509 13.05368)
Ramachandrapura Tent,94,10,POINT (77.5514 13.05781)
Ramadevanahalli Cross,87,35,POINT (77.42288 13.19458)
Ramagondanahalli,9,5,POINT (77.74039 12.95704)
Ramagovindapuram,96,26,POINT (77.87895 13.20924)
Ramakrishna Ashrama,156,52,POINT (77.56824 12.94822)
Ramakrishna Nagara,8,4,POINT (77.53428 13.01763)
Ramakrishnapura Circle,79,12,POINT (77.69426 12.78098)
Ramakrishnapura Gate,112,41,POINT (77.70211 12.77889)
Ramalinga Reddy Estate,1,1,POINT (77.74012 12.74574)
Ramamurthy Nagara Alada Mara,10,4,POINT (77.67668 13.01139)
Ramamurthy Nagara Church,2,2,POINT (77.67878 13.01177)
Ramamurthy Nagara Manipal,86,36,POINT (77.67044 13.01169)
Ramamurthy Nagara Police Station,54,24,POINT (77.66778 13.01205)
Ramanahalli,85,36,POINT (77.74412 13.18326)
Ramanayakana Thandya,8,2,POINT (77.38346 12.86037)
RamanayakanaDoddy Cross,8,4,POINT (77.57574 12.74561)
Ramanjaneya Temple Nandhini Layout,4,4,POINT (77.52907 13.02093)
Ramapura,61,22,POINT (77.79507 13.19127)
Ramasagara,67,25,POINT (77.71885 12.82089)
Ramasandra,6,3,POINT (77.46797 12.9455)
Ramasandra Cross,2,1,POINT (77.46169 12.93257)
Ramaswamypalya,5,2,POINT (77.63534 13.00964)
Ramesh Nagara Cross,45,16,POINT (77.67998 12.95464)
Rameshnagara,11,7,POINT (77.68213 12.96408)
Ramkrishana Layout,39,6,POINT (77.51647 12.97793)
Ramohalli,151,50,POINT (77.77113 12.77405)
Ramohalli Cross,41,10,POINT (77.45125 12.88674)
Rampura,26,10,POINT (77.69114 13.05163)
Rampura Cross,3,2,POINT (77.68108 13.05205)
Ranga Jangama,19,3,POINT (77.45281 12.85562)
Ranganathpura,2,2,POINT (77.24187 12.95104)
Rangappa Circle,61,19,POINT (77.54389 13.28738)
Rangappanapalya Gate,94,39,POINT (77.34948 12.99279)
Rani Circle,29,7,POINT (77.71942 13.26784)
Rani Saraladevi,32,6,POINT (77.58521 12.93895)
Rani Saraladevi High School,3,2,POINT (77.58506 12.93769)
Ravagodlu,96,43,POINT (77.50117 12.74814)
Ravagodlu Gate,158,45,POINT (77.48633 12.74895)
Ravi Tent,65,14,POINT (77.62138 12.95166)
Ravindra Nagara,121,31,POINT (77.51634 13.04995)
Ravuthanahalli,1,1,POINT (77.42385 13.02665)
Ravuthanahalli Cross,11,6,POINT (77.43938 13.07334)
Rayan Circle,18,6,POINT (77.5679 12.96047)
Rayara Doddy,37,14,POINT (77.51327 12.76694)
Rayasandra,106,20,POINT (77.7256 13.21882)
Rayasandra Circle,8,6,POINT (77.67112 12.8757)
Rayasandra Cross,30,10,POINT (77.74139 13.21175)
Razakpalya,74,31,POINT (77.65818 13.14592)
Reddyhalli,49,3,POINT (77.7545 13.18941)
Reliance Petrol Bunk Goraguntepalya,13,6,POINT (77.5363 13.02866)
Renuka Nagara,53,24,POINT (77.38812 13.1058)
Reva College Gate,129,42,POINT (77.63053 13.12226)
Richard Farm,10,5,POINT (77.52522 12.77797)
Richmond Circle,61,30,POINT (77.60433 12.9658)
Robin Theatre,8,3,POINT (77.47986 12.91602)
Rock Colony,76,8,POINT (77.50242 12.72252)
Rolling Mill,215,35,POINT (77.51486 13.02648)
Roopena Agrahara,83,37,POINT (77.62613 12.91197)
Roopena Agrahara FLY,148,33,POINT (77.62589 12.91212)
Roopena Agrahara Toll,14,4,POINT (77.62615 12.91162)
Royal Enclave,2,1,POINT (77.61693 13.06575)
Royal Layout,180,25,POINT (77.57581 12.86924)
Royal Meenakshi Mall,2,1,POINT (77.59564 12.87642)
Royal Meenakshi Mall BG Road,9,3,POINT (77.59615 12.8765)
Rukmini Nagara,71,26,POINT (77.50482 13.04099)
Rupesh Hotel,6,3,POINT (77.66589 12.81176)
Ryan International School,8,5,POINT (77.58483 12.81955)
S Gollahalli,7,3,POINT (77.36136 12.89388)
S Medahalli,25,7,POINT (77.78618 12.82365)
S Nagenahalli Gate,14,8,POINT (77.55774 13.37151)
S R S Mathikere,39,18,POINT (77.53109 13.06144)
SAP Labs,7,4,POINT (77.71439 12.97782)
SBI Bank,175,34,POINT (77.54625 13.07239)
SBM Gayathri Nagara,3,3,POINT (77.5604 12.99991)
SI Apartment HSR Layout,6,5,POINT (77.62947 12.91681)
SJES College,11,5,POINT (77.715 13.023)
SKF Factory,106,45,POINT (77.74189 13.06116)
SLV Bakery,3,2,POINT (77.54322 12.92127)
SM Gollahalli,11,2,POINT (77.50622 13.25838)
SMVIT College,56,9,POINT (77.61166 13.15183)
SMVIT Cross,7,5,POINT (77.61972 13.15203)
SNN Raj Serenity Apartment Yelenahalli,2,1,POINT (77.6125 12.85977)
SRS Peenya,57,27,POINT (77.52987 13.03471)
SSVB Bakery Kanteerava Studio,4,1,POINT (77.53397 13.01365)
SVR College,74,20,POINT (77.65071 12.90217)
Saalu Doddy,85,14,POINT (77.513 12.8306)
Sadahalli,16,5,POINT (77.64734 13.21208)
Sadahalli Gate,13,6,POINT (77.64583 13.19072)
Sadananda Nagara,82,37,POINT (77.65799 12.99442)
Sadaramangala,7,3,POINT (77.73675 12.99927)
Sadaramangala Gate,4,2,POINT (77.73669 12.99782)
Sadashivanagara Police Station,86,14,POINT (77.57269 13.01553)
Sadenahalli,5,4,POINT (77.57269 13.19463)
Sadhanapalya,1,1,POINT (77.48298 12.76873)
Sadhanapalya Gate,5,3,POINT (77.48881 12.76807)
Sadhapanalli Gate,91,8,POINT (77.79275 13.16298)
Safal Market,81,26,POINT (77.75976 13.03799)
Sahakara Nagara Police Station,43,4,POINT (77.58336 13.06414)
Sahakara Nagara Post Office,5,2,POINT (77.58736 13.06133)
Sai Baba General Hospital,7,4,POINT (77.75042 12.97383)
Sai Baba Temple (Avathi),11,4,POINT (77.72277 13.2829)
Sai Lakshmi Industries,5,2,POINT (77.76173 13.02458)
Sajjan Rao Circle,119,13,POINT (77.57738 12.95301)
Sakalavara,13,4,POINT (77.60909 12.82073)
Sakamma Layout,26,13,POINT (77.52867 13.00723)
Saluhunase,11,7,POINT (77.51157 12.81095)
Samanduru,137,39,POINT (77.753 12.71526)
Sambhram College,53,15,POINT (77.54666 13.08827)
Samethanahalli,18,8,POINT (77.78981 12.98027)
Sampangere,49,20,POINT (77.88294 12.87444)
Sampangiram Nagara,54,16,POINT (77.58623 12.8254)
Sampige Nagara Gate,11,5,POINT (77.69793 12.83936)
Sampigehalli Bannerughatta,12,8,POINT (77.57887 12.80536)
Sangam Circle,64,19,POINT (77.57789 12.91756)
Sanjay Gandhi Hospital,9,4,POINT (77.59309 12.92707)
Sanjay Gandhi Nagara,8,2,POINT (77.52627 13.01886)
Sanjayanagara,14,2,POINT (77.57565 13.03421)
Sanjeeva Nagara,3,1,POINT (77.53651 13.28564)
SanjeeviniNagara,51,11,POINT (77.59144 13.05759)
Sanna Amanikere,109,19,POINT (77.6946 13.23419)
Sannathammanahalli,100,7,POINT (77.76054 13.04814)
Santekatte,7,4,POINT (77.51056 12.80664)
Santhe Devanagondhi,130,26,POINT (77.83932 12.96585)
Santhe Gate,5,2,POINT (77.79532 13.07669)
Sapalamma Devi Temple,8,5,POINT (77.91117 13.09789)
Sapthagiri College,31,5,POINT (77.50335 13.06675)
Sapthagiri Convention Hall,35,6,POINT (77.75676 13.0509)
Sapthagiri Hospital,21,10,POINT (77.50395 13.07066)
Sapthagiri Layout,45,12,POINT (77.61045 13.10458)
Sapthagiri Vidya Mandir Opp Carmelaram Station,2,2,POINT (77.70549 12.90716)
Sarakari Guttahalli Cross,2,1,POINT (77.7849 13.04637)
Sarakki,6,3,POINT (77.57299 12.9097)
Sarakki Signal,235,68,POINT (77.57334 12.9067)
Sarala Birla Academy,13,5,POINT (77.58449 12.81159)
Saraswathi Nagara,93,15,POINT (77.53041 12.9738)
Saraswathipuram,42,24,POINT (77.53824 13.00915)
Sarathi Nagara,62,7,POINT (77.57322 12.87387)
Sarayipalya,7,3,POINT (77.62868 13.04745)
Sarjapura,6,4,POINT (77.7856 12.86136)
Sarjapura Circle,23,10,POINT (77.78363 12.86073)
