name,trip_count,route_count,id,geometry
BHEL,97,19,31m,POINT (77.53559 12.94874)
BHEL,11,2,350,POINT (77.66026 12.8452)
BHEL,27,8,414,POINT (77.66026 12.84492)
BHEL,6,4,lk,POINT (77.65993 12.84506)
BK Circle,15,4,216,POINT (77.58309 12.87056)
BK Circle,14,11,2qb,POINT (77.58325 12.87062)
BK Circle,7,3,oq,POINT (77.58316 12.87067)
BMSIT College Campous Yelahanka,2,2,2ej,POINT (77.56811 13.1337)
BMTC Training Centre,5,1,40r,POINT (77.44837 13.01991)
BN Bachegowda Badavane,2,2,2mc,POINT (77.84542 12.9627)
BN Bachegowda Badavane Colony,2,1,19l,POINT (77.84504 12.96279)
BN Bachegowda Badavane Colony,7,3,2x1,POINT (77.84512 12.96278)
BP Indian School Nelamangala,4,4,1uu,POINT (77.37555 13.08764)
BP Indian School Nelamangala,5,4,7q,POINT (77.37529 13.0877)
BPL,53,17,24v,POINT (77.59697 12.88702)
BPL,29,10,2sx,POINT (77.59676 12.88691)
BPL,148,34,wz,POINT (77.74768 12.98531)
BPL,155,44,zy,POINT (77.74828 12.98525)
BRV Talkies Cubbon Road,29,13,3y9,POINT (77.60223 12.97941)
BRV Talkies Cubbon Road,13,7,44,POINT (77.60273 12.97911)
BTL College,169,26,1ml,POINT (77.69472 12.8117)
BTL College,167,31,2n9,POINT (77.69485 12.81185)
BTM Layout 16th Main,131,18,2zp,POINT (77.60932 12.9165)
BTM Layout 16th Main,92,11,mh,POINT (77.60912 12.91662)
BTM Layout Water Tank,131,18,4a,POINT (77.60711 12.91654)
BTM Layout Water Tank,92,11,v9,POINT (77.60718 12.91667)
BTR Garden,1,1,1qo,POINT (77.64662 12.89028)
BTR Garden,5,2,497,POINT (77.64645 12.89033)
BTS Layout Basaveshwaranagara,1,1,1he,POINT (77.48056 12.97707)
BUC ADM Block,19,6,2ws,POINT (77.50086 12.95005)
BUC ADM Block,54,7,3k,POINT (77.50069 12.95007)
BUC Ladies Hostel,19,6,10j,POINT (77.50602 12.94187)
BUC Ladies Hostel,54,7,2tb,POINT (77.5061 12.94174)
BUC Library,54,7,33s,POINT (77.50421 12.9443)
BUC Library,19,6,zt,POINT (77.50435 12.94439)
BUC Quarters,33,4,4d,POINT (77.49917 12.95203)
BWSSB Quarters Nayandahalli,114,19,17c,POINT (77.5236 12.93987)
BWSSB Quarters Nayandahalli,182,26,7o,POINT (77.52412 12.94013)
BWSSB Tavarekere,6,2,140,POINT (77.39937 12.97007)
BWSSB Tavarekere,17,7,1vm,POINT (77.39935 12.96999)
Babusabpalya,87,19,1h0,POINT (77.64702 13.0226)
Babusabpalya,70,10,3kf,POINT (77.64721 13.02274)
Babusabpalya 302,1,1,11t,POINT (77.64747 13.02285)
Bachahalli Gate,30,9,1zp,POINT (77.6732 13.21219)
Bachahalli Gate,22,8,2e,POINT (77.67332 13.21205)
Bachenahatti,7,5,nr,POINT (77.30408 12.95476)
Badekatte,4,1,g9,POINT (77.48975 12.81806)
Bagalagunte,61,16,lx,POINT (77.50735 13.05665)
Bagalagunte,107,34,o1,POINT (77.50728 13.05657)
Bagalur,30,20,29c,POINT (77.66797 13.13453)
Bagalur,41,18,2k4,POINT (77.6679 13.1346)
Bagalur,11,3,324,POINT (77.66816 13.13468)
Bagalur Colony,16,7,2yr,POINT (77.67118 13.14146)
Bagalur Colony,13,9,48,POINT (77.6713 13.14146)
Bagalur Cross,18,11,2pu,POINT (77.61129 13.12175)
Bagalur Cross,41,16,30p,POINT (77.61061 13.12198)
Bagalur Cross,32,10,3mo,POINT (77.61128 13.12184)
Bagalur Cross,32,14,n2,POINT (77.61116 13.12211)
Bagalur Santhe,31,20,21i,POINT (77.6668 13.13334)
Bagalur Santhe,50,20,3k2,POINT (77.66675 13.13351)
Bagluru Old police Station,12,9,279,POINT (77.6667 13.12977)
Bagluru Old police Station,18,10,f2,POINT (77.66661 13.12952)
Bagmane Tech Park,1,1,2pk,POINT (77.65642 12.98076)
Bagmane Tech Park,2,1,2vg,POINT (77.65654 12.98065)
Baguru,5,3,328,POINT (77.84224 12.89677)
Baguru Colony,5,3,3zj,POINT (77.84648 12.89469)
Baladimmanahalli,4,1,3k7,POINT (77.74341 13.1898)
Balageranahalli Cross,4,2,35w,POINT (77.73468 12.78744)
Balaji Badavane Sulikere,9,2,1vi,POINT (77.44331 12.93565)
Balaji Badavane Sulikere,9,1,493,POINT (77.44328 12.93569)
Balaji Layout 100ft Road,1,1,36x,POINT (77.53984 12.87772)
Balavikas International School,1,1,49p,POINT (77.51453 12.96696)
Balepura,3,2,1bn,POINT (77.77896 13.1992)
Balepura Gate,1,1,3ba,POINT (77.77686 13.19764)
Balepura Gate,2,1,j4,POINT (77.77734 13.19791)
Baluvanahalli Cross,1,1,226,POINT (77.80811 13.26238)
Bamboo Bazaar,73,25,3l8,POINT (77.60402 12.99208)
Bamboo Bazaar,125,39,nk,POINT (77.60332 12.99192)
Banahalli,2,1,2va,POINT (77.91228 13.21376)
Banandur Circle,2,1,288,POINT (77.39844 12.77538)
Bananduru,2,1,qe,POINT (77.39795 12.77677)
Banarahalli,1,1,vr,POINT (77.86284 12.95716)
Banasawadi,3,2,13p,POINT (77.65102 13.01441)
Banasawadi,3,3,20q,POINT (77.65234 13.01452)
Banasawadi 100 Feet Road,4,1,cy,POINT (77.64963 13.01513)
Banashankari,15,3,1nt,POINT (77.57325 12.91679)
Banashankari,138,42,2w1,POINT (77.57373 12.91631)
Banashankari 1st Stage Muneshwara Block KEB,2,1,23k,POINT (77.55079 12.94211)
Banashankari 1st Stage Muneshwara Block KEB,5,2,2op,POINT (77.55061 12.94213)
Banashankari Bus Station,328,63,17o,POINT (77.57272 12.91779)
Banashankari Bus Station,175,25,2ra,POINT (77.5727 12.91736)
Banashankari Bus Station,1,1,44z,POINT (77.57403 12.91765)
Banashankari Hunasemara,2,1,228,POINT (77.57414 12.92084)
Banashankari Hunasemara,12,3,289,POINT (77.57407 12.92097)
Banashankari Hunasemara,74,17,2d8,POINT (77.57413 12.91966)
Bandaiahanapalya,2,2,1y2,POINT (77.45281 13.17629)
Bandaiahanapalya,3,1,40h,POINT (77.45279 13.17612)
Bandapura,4,2,2db,POINT (77.72655 12.76981)
Bandapura Gate,46,13,2aa,POINT (77.74453 13.04174)
Bandapura Gate,73,32,hu,POINT (77.74459 13.04228)
Bande Bommasandra,5,1,g1,POINT (77.68072 13.07664)
Bande Bommasandra Cross,8,4,xu,POINT (77.68243 13.08121)
Bande Inorpalya,2,1,1ck,POINT (77.36236 12.93666)
Bande Kodigehalli,4,3,11e,POINT (77.69082 13.17216)
Bande Kodigehalli palya,2,1,1rk,POINT (77.7061 13.17346)
Bande Kodigehallipalya Cross,9,4,393,POINT (77.691 13.17275)
Bande Kodigehallipalya Cross,6,5,ly,POINT (77.69107 13.17283)
Bande Maramma Bus Station,4,3,mv,POINT (77.51591 12.96712)
Bande Mutt Badavane Radiant Enclave,6,1,ow,POINT (77.47358 12.91277)
Bande Mutt Gate Kengeri,16,4,2ni,POINT (77.47752 12.91902)
Bande Mutt Gate Kengeri,18,2,ho,POINT (77.47743 12.91916)
Bande kodigehalli,4,1,49d,POINT (77.69075 13.17202)
Bangarappa Nagara,1,1,2oh,POINT (77.52658 12.92503)
Banglow Sulikere,9,2,3uh,POINT (77.45186 12.93298)
Banglow Sulikere,9,1,k9,POINT (77.45183 12.93304)
Banjara Layout,4,1,3sk,POINT (77.66516 13.03832)
Banjara Layout,1,1,40o,POINT (77.66533 13.03826)
Banjarapalya,3,1,1qw,POINT (77.48567 12.83047)
Bank Amruthahalli,6,1,1jl,POINT (77.5983 13.06601)
Bank Amruthahalli,1,1,2zq,POINT (77.59824 13.06604)
Bank Circle Bashettyhalli,4,2,2vj,POINT (77.55281 13.25811)
Bank Circle Bashettyhalli,5,3,je,POINT (77.55271 13.258)
Bank Colony,11,5,2l1,POINT (77.55326 12.93861)
Bank Colony,17,6,3pb,POINT (77.55305 12.93864)
Bannerughatta Circle,10,3,21b,POINT (77.58123 12.81386)
Bannerughatta Circle,31,9,2s3,POINT (77.58127 12.81368)
Bannerughatta Circle,2,1,7s,POINT (77.58103 12.81382)
Bannerughatta National Park,16,3,hq,POINT (77.57787 12.80079)
Bannerughatta National Park,9,2,li,POINT (77.57748 12.80092)
Bannigiri,3,1,1dg,POINT (77.43645 12.75687)
Bannigiri Cross,5,2,1pe,POINT (77.43327 12.74724)
Bannikuppe,3,3,1qp,POINT (77.38386 12.847)
Bannikuppe,3,1,2m9,POINT (77.38389 12.84702)
Bapujinagara,101,21,2ll,POINT (77.54182 12.95321)
Basammanahalli Cross,2,1,1ay,POINT (77.35432 12.8747)
Basappa Circle,96,24,2y3,POINT (77.57721 12.95624)
Basappa Circle,136,31,368,POINT (77.57717 12.95636)
Basappa Layout Mattahalli,3,2,j0,POINT (77.45369 13.10656)
Basappanapalya Cross,1,1,34,POINT (77.50237 12.84253)
Basappanapalya Cross,6,3,6t,POINT (77.50238 12.84255)
Basavanagara,1,1,b4,POINT (77.68276 12.96682)
Basavanagara,2,2,er,POINT (77.68279 12.96664)
Basavanagara Kengeri,48,16,3dc,POINT (77.46736 12.90096)
Basavanagara Kengeri,20,9,ek,POINT (77.46733 12.90106)
Basavanagudi Police Station,36,9,2c8,POINT (77.57374 12.94158)
Basavanagudi Police Station,126,33,403,POINT (77.57384 12.94172)
Basavanahalli,3,3,3ep,POINT (77.38823 13.11038)
Basavanahalli,13,6,461,POINT (77.3882 13.11034)
Basavanahalli Cross,4,4,2cj,POINT (77.38875 13.10223)
Basavanahalli Cross,13,6,3ob,POINT (77.38869 13.10231)
Basavanapalya,5,3,2fp,POINT (77.40009 12.93227)
Basavanapalya,2,2,98,POINT (77.40007 12.93213)
Basavanapura,3,1,14h,POINT (77.3835 12.84977)
Basavanapura,2,2,kj,POINT (77.38333 12.84986)
Basavanapura Church,1,1,2sf,POINT (77.59313 12.84671)
Basavanapura Gate,22,11,2hb,POINT (77.58818 12.8463)
Basavanapura Gate,42,13,45v,POINT (77.58821 12.8463)
Basavanna Devasthana CK Palya,2,2,3i2,POINT (77.60611 12.84391)
Basavanna Temple Hoovinayakanahalli,10,7,29n,POINT (77.6886 13.16788)
Basavanna Temple Hoovinayakanahalli,9,4,4ad,POINT (77.6885 13.1679)
Basavapatna,2,1,2jh,POINT (77.17677 12.97027)
Basavenahalli,1,1,1bx,POINT (77.31479 13.03857)
Basavenahalli,1,1,2sy,POINT (77.31472 13.03853)
Basavenahalli Colony,1,1,2hj,POINT (77.3141 13.03604)
Basavenahalli Colony,1,1,304,POINT (77.31433 13.03605)
Basaveshwara College,127,9,3sl,POINT (77.5528 12.99439)
Basaveshwara College,116,11,9w,POINT (77.55276 12.99436)
Basaveshwaranagara Banandur,2,1,2md,POINT (77.40372 12.75944)
Basaveshwaranagara New Bus Stand,23,5,44k,POINT (77.5336 12.98832)
Bashettalli,6,3,3u5,POINT (77.5527 13.26176)
Bashettalli,5,3,jk,POINT (77.5526 13.26164)
Bashyam Circle,1,1,3bt,POINT (77.57848 13.00473)
Bashyam Circle Rajajinagara,49,5,1i9,POINT (77.55412 12.98391)
Bashyam Circle Rajajinagara,108,9,267,POINT (77.55414 12.98458)
Bashyam Circle Rajajinagara,6,3,3mg,POINT (77.55398 12.98441)
Bashyam Circle Rajajinagara,53,6,42r,POINT (77.5544 12.98441)
Bashyam Circle Sadashivanagara,27,1,2ik,POINT (77.57915 13.00628)
Bashyam Circle Sadashivanagara,28,1,2nj,POINT (77.57905 13.0062)
Bayalahalli Gate(Bande kodigehalli),8,5,2xe,POINT (77.69009 13.16998)
Bayalahalli Gate(Bande kodigehalli),6,2,38x,POINT (77.68996 13.17001)
Bayyanapalya,104,36,12i,POINT (77.54374 12.87558)
Bayyanapalya,53,20,2pa,POINT (77.54355 12.87554)
Bayyandahalli,5,1,40m,POINT (77.44221 13.00608)
Bayyandahalli Colony,5,1,3r7,POINT (77.44231 13.00343)
Bayyappanahalli,5,2,2pb,POINT (77.7208 13.07164)
Bayyappanahalli,8,2,gm,POINT (77.7207 13.07154)
Bayyappanahalli Cross,14,2,2p7,POINT (77.64255 12.98559)
Bayyappanahalli Cross,13,1,365,POINT (77.64246 12.98525)
Bayyappanahalli Metro Station,127,57,2g3,POINT (77.65454 12.99001)
Bayyappanahalli Metro Station,82,27,rc,POINT (77.65404 12.98967)
Bayyappanahalli Metro Station  Back Gate,9,3,1im,POINT (77.65212 12.99166)
Beedi Karmikara Colony,6,1,38b,POINT (77.47146 12.92003)
Beedi Karmikara Colony Gate,16,4,2og,POINT (77.47492 12.92228)
Beedi Karmikara Colony Gate,18,2,3b,POINT (77.47478 12.92237)
Beerahalli,2,1,97,POINT (77.91538 13.15743)
Beerawara,1,1,dr,POINT (77.27445 13.06362)
Begihalli,9,4,3ix,POINT (77.60381 12.79796)
Begihalli,1,1,47r,POINT (77.60381 12.79788)
Beguru,7,4,22l,POINT (77.62535 12.87361)
Beguru,1,1,2j1,POINT (77.67967 13.18348)
Beguru,38,11,2tu,POINT (77.62515 12.87364)
Beguru,6,5,32x,POINT (77.67974 13.18356)
Beguru,2,1,3kp,POINT (77.84328 13.13887)
Beguru Lake,41,11,30r,POINT (77.62532 12.87795)
Beguru Lake,7,4,3x5,POINT (77.62549 12.87783)
Beguru Nice Road Junction,9,2,47s,POINT (77.60949 12.85446)
Bekary Chunchaghatta,5,2,2io,POINT (77.57071 12.88652)
Bekary Chunchaghatta,4,1,3xp,POINT (77.57068 12.88648)
Bellahalli,11,4,3z6,POINT (77.64223 13.09923)
Bellahalli,1,1,pq,POINT (77.64209 13.09913)
Bellahalli Cross,10,3,26l,POINT (77.63606 13.10144)
Bellahalli Cross,34,7,2mi,POINT (77.63492 13.10124)
Bellahalli Cross,1,1,4ai,POINT (77.63351 13.10207)
Bellahalli Cross,1,1,sv,POINT (77.63362 13.10196)
Bellahalli Cross THS Main Road,31,7,2gy,POINT (77.6351 13.10113)
Bellanduru City Light Appartment,115,15,19e,POINT (77.67278 12.92412)
Bellanduru City light Apartment,96,14,25n,POINT (77.67394 12.92493)
Bellanduru Gate SJP Road,27,8,1cg,POINT (77.66931 12.91864)
Bellanduru Gate SJP Road,73,17,m6,POINT (77.66991 12.91858)
Bellanduru Petrol Bunk,113,14,1a2,POINT (77.6705 12.92309)
Bellanduru Petrol Bunk,93,13,325,POINT (77.6702 12.92322)
Bellathur,34,6,1ov,POINT (77.75706 13.00405)
Bellathur,53,11,3xl,POINT (77.75694 13.00417)
Bellikere,6,2,131,POINT (77.79724 12.93031)
Bellikere Cross,6,2,3s,POINT (77.79729 12.93664)
Bendiganahalli,2,1,1of,POINT (77.75758 13.06721)
Bendiganahalli,20,2,2c,POINT (77.8312 13.2175)
Bendiganahalli,19,1,mc,POINT (77.8313 13.21756)
Bendiganahalli Cross,19,1,2yx,POINT (77.83465 13.20652)
Bendiganahalli Cross,21,3,3gw,POINT (77.83458 13.20626)
Bengaluru Central Jail,17,4,122,POINT (77.66617 12.8737)
Bengaluru Central Jail,12,2,2rw,POINT (77.66638 12.87368)
Bengaluru Children Hospital1,1,1,3mc,POINT (77.51354 12.90994)
Bengaluru Dairy Circle,18,8,2rf,POINT (77.60129 12.93528)
Bengaluru Dairy Circle,82,16,3q1,POINT (77.60143 12.93535)
Bengaluru Dairy Circle,17,3,40e,POINT (77.6021 12.93909)
Bengaluru Dairy Circle,151,26,az,POINT (77.60105 12.93709)
Bengaluru Dairy Circle,239,51,pw,POINT (77.60182 12.93716)
Bengaluru High School,24,11,383,POINT (77.56749 12.95209)
Bengaluru High School,35,11,3sy,POINT (77.56762 12.95325)
Bengaluru University Gate,54,7,3pl,POINT (77.51282 12.93582)
Bengaluru University Gate,63,14,3px,POINT (77.51269 12.93537)
Bengaluru University Gate,56,15,3t6,POINT (77.51332 12.93573)
Bengaluru University Quarters,19,6,17r,POINT (77.50025 12.95195)
Bengaluru University Quarters,52,9,3ei,POINT (77.49972 12.95176)
Benniganahalli,127,57,1ao,POINT (77.6633 12.99428)
Benniganahalli,77,24,1ud,POINT (77.6632 12.99406)
Benniganahalli Bridge,2,2,2b2,POINT (77.66274 12.99718)
Benniganahalli Bridge,10,4,3tk,POINT (77.66288 12.99714)
Best County,18,9,2ia,POINT (77.5447 13.08935)
Best County,36,12,3h5,POINT (77.54467 13.08932)
Besthamanahalli,3,1,340,POINT (77.72666 12.73087)
Bethan Byatha,5,2,50,POINT (77.48137 13.19007)
Bethimgere Cross,2,1,1e8,POINT (77.36815 12.86708)
Bettadasanapura,9,2,dm,POINT (77.63177 12.84157)
Bettadasanapura,1,1,j1,POINT (77.63194 12.84158)
Bettahalasuru Circle,2,1,88,POINT (77.61103 13.16112)
Bettahalasuru Cross,55,20,1jm,POINT (77.62336 13.1571)
Bettahalasuru Cross,45,20,m7,POINT (77.62358 13.15656)
Bettahalasuru Hospital,2,1,415,POINT (77.61154 13.15922)
Bettahalasuru Village,2,1,223,POINT (77.60857 13.16285)
Bettahalli,1,1,5w,POINT (77.38642 13.16378)
Bettahalli Colony,1,1,1tu,POINT (77.38433 13.16215)
Bettahalli Colony,5,1,f9,POINT (77.44321 13.01532)
Bettahalli Gate,21,3,1l6,POINT (77.81307 13.19325)
Bettahalli Layout,5,2,17l,POINT (77.55947 13.0924)
Bettahalli Layout,9,8,1e4,POINT (77.55958 13.09238)
Bettahallipalya,2,2,rv,POINT (77.39286 13.16176)
Bettakote,5,2,14w,POINT (77.73925 13.19941)
Bevina Mara Kannamangala,34,6,1gu,POINT (77.76037 13.02809)
Bevina Mara Kannamangala,37,10,410,POINT (77.76027 13.02801)
Bhadrappa Layout,74,16,1b,POINT (77.57339 13.0472)
Bhadrappa Layout,87,14,39h,POINT (77.57598 13.04762)
Bhagya Nagara,7,2,2m5,POINT (77.58543 12.86091)
Bhagya Nagara,12,9,2vs,POINT (77.58551 12.86084)
Bhaktharahalli,4,2,1d4,POINT (77.79627 13.02196)
Bhaktharahalli Cross,3,2,1za,POINT (77.78438 13.01852)
Bhakthi Yoga Ashrama,1,1,18g,POINT (77.68928 13.02256)
Bhakthipura Cross,4,2,1kg,POINT (77.76182 12.75742)
Bhakthipura Cross,4,2,219,POINT (77.76188 12.75735)
Bharath Nagara 1st Phase,1,1,1rb,POINT (77.48513 12.98117)
Bharath Nagara 2nd Stage,1,1,136,POINT (77.47789 12.97866)
Bharathi Nagara,41,16,2wa,POINT (77.61746 13.1374)
Bharathi Nagara,30,13,3fc,POINT (77.61764 13.13752)
Bharathi Nursing Home Jayanagara,1,1,3aj,POINT (77.57396 12.93683)
Bharathi Nursing Home Jayanagara,17,6,3vx,POINT (77.57404 12.9369)
Bharathnagara Sunkadakatte,1,1,3tj,POINT (77.50203 12.97958)
Bhattarahalli,54,15,18h,POINT (77.70898 13.01951)
Bhattarahalli,82,35,3vv,POINT (77.70985 13.02046)
Bhattarahalli Cross,1,1,489,POINT (77.70931 13.01616)
Bhavapura,1,1,125,POINT (77.8704 13.18427)
Bheemajyothi Nagara Shankara Mutt,2,2,1h9,POINT (77.54073 13.00219)
Bheemanakuppe Cross,11,5,1fn,POINT (77.43682 12.89465)
Bheemanakuppe Cross,1,1,3o8,POINT (77.43676 12.89479)
Bhimakanahalli Gate,2,1,s2,POINT (77.85584 13.13529)
Bhodhana Hosahalli,28,15,3s4,POINT (77.80247 12.97884)
Bhodhana Hosahalli,46,23,g0,POINT (77.80248 12.97886)
Bhoopasandra,8,2,345,POINT (77.58086 13.04244)
Bhoopasandra,8,3,3vs,POINT (77.5808 13.04247)
Bhoopasandra Ayyappa Bakery,1,1,11y,POINT (77.57715 13.04263)
Bhoopasandra Ayyappa Bakery,8,3,25c,POINT (77.57706 13.04265)
Bhovipalya,1,1,16o,POINT (77.64509 13.20163)
Bhovipalya,2,2,1ko,POINT (77.64511 13.20166)
Bhovipalya,3,1,2wh,POINT (77.79742 12.8935)
Bhuvanahalli,1,1,35x,POINT (77.8616 13.18513)
Bhuvanahalli Gate,20,7,2ve,POINT (77.6798 13.21859)
Bhuvanahalli Gate,30,9,2yj,POINT (77.67964 13.2187)
Bhuvaneshwari Nagara,10,2,3tw,POINT (77.60482 13.03216)
Bhuvaneshwari Nagara,1,1,do,POINT (77.54897 12.92295)
Bhuvaneshwari Nagara 1st Stage,30,6,13n,POINT (77.49044 12.94222)
Bhuvaneshwari Nagara 1st Stage,18,7,3cc,POINT (77.4903 12.94227)
Bhuvaneshwari Nagara 2nd Stage,30,6,2yl,POINT (77.48728 12.94262)
Bhuvaneshwari Nagara 2nd Stage,18,7,3ol,POINT (77.48713 12.94259)
Bhuvaneshwari Nagara Mahalakshmi Temple,1,1,2x9,POINT (77.55084 12.92191)
Bhuvaneshwari Petrol Bunk,1,1,19a,POINT (77.35126 13.1392)
Bhuvaneshwari Petrol Bunk,1,1,2cc,POINT (77.35144 13.13876)
Bible  College Byrathi,26,14,2od,POINT (77.65145 13.07137)
Bible  College Byrathi,10,7,pb,POINT (77.65155 13.07144)
Bidadi,31,5,1ur,POINT (77.38496 12.79678)
Bidadi,6,2,71,POINT (77.38458 12.7969)
Bidadi Railway Station,19,4,36e,POINT (77.39107 12.79973)
Bidadi Railway Station,13,2,3dd,POINT (77.39082 12.79976)
Bidalapura Cross,3,2,3hp,POINT (77.76202 13.18945)
Bidaragere,1,1,2xr,POINT (77.72302 12.71566)
Bidaraguppe,3,1,1r,POINT (77.7833 12.80605)
Bidaraguppe,11,6,43f,POINT (77.78349 12.80585)
Bidaraguppe,11,4,y7,POINT (77.7836 12.80593)
Bidarahalli,6,3,1en,POINT (77.71696 13.06539)
Bidarahalli,8,2,2hq,POINT (77.71704 13.06538)
Bidarahalli Cross,8,2,1uh,POINT (77.71517 13.05692)
Bidarahalli Cross,6,3,3tq,POINT (77.71509 13.057)
Bidarahalli Dargah,1,1,2h7,POINT (77.70807 13.06834)
Bidarahalli School,8,2,1oa,POINT (77.71626 13.05997)
Bidarahalli School,6,3,ht,POINT (77.71619 13.06024)
Bidiganahalli Cross,2,1,od,POINT (77.80487 13.25654)
Big Bazzar  ITPL,50,5,44u,POINT (77.7318 12.98795)
Big Bazzar ITPL,53,22,1gi,POINT (77.73061 12.98827)
Big Bazzar ITPL,169,43,1px,POINT (77.73197 12.98823)
Bikashipura,8,1,1kv,POINT (77.55757 12.89807)
Bikashipura,3,2,ta,POINT (77.55768 12.89818)
Bikkanahalli,3,1,13w,POINT (77.76003 12.83672)
Bikkanahalli,3,1,2xu,POINT (77.75999 12.83667)
Bilavaradahalli,5,3,1wo,POINT (77.57677 12.83624)
Bilavaradahalli,2,1,2bu,POINT (77.57676 12.83622)
Bilavaradahalli Cross,2,1,2ch,POINT (77.57238 12.82244)
Bilavaradahalli Cross,1,1,3l1,POINT (77.57236 12.82247)
Bilekahalli,86,19,134,POINT (77.60112 12.90079)
Bilekahalli,39,12,af,POINT (77.6009 12.90051)
Bileshivale,5,3,2fg,POINT (77.67094 13.05453)
Bileshivale,10,2,2tw,POINT (77.6709 13.0546)
Bilijaji,4,3,8z,POINT (77.47337 13.12638)
Bilikallu,1,1,by,POINT (77.47996 12.97515)
Billa Kempanahalli Gate,13,2,26i,POINT (77.40384 12.81204)
Billa Kempanahalli Gate,19,4,3ki,POINT (77.40408 12.81212)
Billapura,14,5,2gf,POINT (77.78504 12.83768)
Billapura,9,5,3gb,POINT (77.785 12.83742)
Billinakote,1,1,13o,POINT (77.27183 13.19793)
Billinakote,1,1,3og,POINT (77.27177 13.19776)
Bingipura,1,1,br,POINT (77.6324 12.82575)
Bingipura Cross,1,1,1jv,POINT (77.62297 12.82578)
Binnamangala,123,54,18y,POINT (77.63834 12.98331)
Binnamangala,13,1,1do,POINT (77.64049 12.98368)
Binnamangala,99,12,36z,POINT (77.41256 13.08745)
Binnamangala,82,27,3fu,POINT (77.64002 12.98384)
Binnamangala,18,3,i7,POINT (77.64067 12.9835)
Binnamangala Towads Nelamangala),124,22,1em,POINT (77.41242 13.08744)
Binny MIll,48,4,l4,POINT (77.56817 12.9653)
Binny Mill,26,12,3hm,POINT (77.56624 12.97052)
Binny Mill,10,5,5h,POINT (77.56621 12.97036)
Binny Mill ETA Garden,1,1,ih,POINT (77.56639 12.97325)
Binnypet,10,5,1is,POINT (77.56171 12.96448)
Binnypet,26,12,6j,POINT (77.56176 12.96468)
Biocon Jigani Road,1,1,2me,POINT (77.6638 12.80784)
Biocon Jigani Road,9,5,2mg,POINT (77.66382 12.80824)
Bisanahalli,4,3,tz,POINT (77.81306 13.00891)
Bisanahalli Cross,4,3,pr,POINT (77.81418 13.00916)
Biscuits Factory,2,2,150,POINT (77.44976 13.08217)
Biscuits Factory,1,1,23h,POINT (77.81324 12.989)
Biscuits Factory,10,5,xb,POINT (77.44975 13.08213)
Bishop Coton Girls High School,1,1,3bq,POINT (77.6014 12.96889)
Biskur,1,1,2lc,POINT (77.14034 13.08798)
Bloom Field Garden,2,1,1o4,POINT (77.55318 13.06557)
Bolamaranahalli,2,2,2qo,POINT (77.39788 13.15942)
Bolare,26,9,2oj,POINT (77.48468 12.75429)
Bolare Gate,17,6,2co,POINT (77.48453 12.75414)
Bombay Dyeing Yashwanthapura,4,1,1xw,POINT (77.55748 13.02491)
Bombay Estate Guruvanahalli,2,2,3h6,POINT (77.35568 13.05285)
Bommanabande,1,1,mn,POINT (77.87171 13.01208)
Bommanahalli,7,4,120,POINT (77.6285 12.90696)
Bommanahalli,196,37,1su,POINT (77.63003 12.90559)
Bommanahalli,48,13,23w,POINT (77.62847 12.90678)
Bommanahalli,1,1,25j,POINT (77.36814 13.1213)
Bommanahalli,1,1,3fs,POINT (77.3683 13.12141)
Bommanahalli,165,25,3v6,POINT (77.62999 12.90477)
Bommanahalli Fly Over,12,3,28v,POINT (77.62989 12.9056)
Bommanahalli Fly Over,11,3,ls,POINT (77.63017 12.90488)
Bommasandra,8,5,1gh,POINT (77.68939 12.81893)
Bommasandra,1,1,1ks,POINT (77.68864 12.81857)
Bommasandra,162,27,2jv,POINT (77.6894 12.81865)
Bommasandra,5,2,3qg,POINT (77.68687 12.82097)
Bommasandra,168,25,r3,POINT (77.68858 12.81932)
Bommasandra Village,4,2,33q,POINT (77.69891 12.8169)
Bommashettyhalli,2,1,4am,POINT (77.41895 13.1308)
Bommashettyhalli Cross,2,1,1qi,POINT (77.41666 13.12586)
Bommawara Gate,2,1,44a,POINT (77.68053 13.26488)
Bommenahalli,2,1,1kl,POINT (77.7468 13.07449)
Bommenahalli Colony,2,1,9h,POINT (77.74504 13.07103)
Bone Mill,106,33,17k,POINT (77.50503 13.06385)
Bone Mill,61,16,1pj,POINT (77.50508 13.06385)
Booathanahalli,1,1,1am,POINT (77.5603 12.80447)
Book Factory Thanisandra,41,13,14n,POINT (77.63322 13.06161)
Book Factory Thanisandra,41,11,2ga,POINT (77.63336 13.06159)
Boorugunte,9,5,28f,POINT (77.78376 12.8422)
Boorugunte,14,5,2ze,POINT (77.78376 12.84231)
Boothanahalli,2,1,18e,POINT (77.56044 12.80452)
Boppanahalli Chikkapura,1,1,2d0,POINT (77.90307 12.99583)
Borehalli,2,1,119,POINT (77.35806 12.84339)
Borehalli,2,1,bc,POINT (77.35808 12.84352)
Brigade Atmosphere,5,3,1vk,POINT (77.73924 13.26541)
Brigade Atmosphere,3,1,22r,POINT (77.73925 13.26543)
Brigade Millenium,9,3,3sn,POINT (77.58192 12.89213)
Brigade Millenium,9,4,s1,POINT (77.58172 12.89224)
Brigade Omega Apartment,5,1,22c,POINT (77.52894 12.89286)
Brigade Road,20,4,32,POINT (77.60678 12.97149)
Brook Steel ESI,53,22,2yc,POINT (77.70547 12.99295)
Brook Steel ESI,65,31,at,POINT (77.70535 12.9931)
